Title,Authors,Book_cover,Year,Price($),Reviews,Ratings
A Visit from the Goon Squad,Jennifer Egan,Paperback,2011,10.82,10423,4.0
"Prevent And Reverse Heart Disease: The Revolutionary, Scientifically Proven, Nutrition-Based Cure",Caldwell B. Esselstyn Jr.,Paperback,2011,12.79,6399.0,4.6
Harry Potter Paperback Box Set (Books 1-7),J. K. Rowling,Paperback,2011,45.44,112378,4.9
Explosive Eighteen: A Stephanie Plum Novel (Stephanie Plum Novels),Janet Evanovich,Hardcover,2011,11.99,9569,4.5
The 7 Habits of Highly Effective Teens: The Ultimate Teenage Success Guide,Sean Covey,Paperback,2011,9.66,12914,4.6
"Delivering Happiness: A Path to Profits, Passion, and Purpose",Tony Hsieh,Hardcover,2011,13.03,5707,4.6
"The Lost Hero (Heroes of Olympus, Book 1)",Rick Riordan,Hardcover,2011,13.23,24831,4.7
Room,Emma Donoghue,Paperback,2011,10.32,31316,4.3
Hotel on the Corner of Bitter and Sweet,Jamie Ford,Paperback,2011,11.99,14007,4.5
The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,Paperback,2011,14.99,8357,4.4
Emotional Intelligence 2.0,Travis Bradberry,Hardcover,2011,14.98,12649,4.5
Outliers: The Story of Success,Malcolm Gladwell,Paperback,2011,16.99,35958,4.6
Forks Over Knives: The Plant-Based Way to Health. The #1 New York Times Bestseller,Gene Stone,Paperback,2011,23.9,3204,4.5
The Girl Who Played with Fire: A Lisbeth Salander Novel (The Girl with the Dragon Tattoo Series),Stieg Larsson,Paperback,2011,13.52,25386,4.6
"Hungry Girl 300 Under 300: 300 Breakfast, Lunch & Dinner Dishes Under 300 Calories",Lisa Lillien,Paperback,2011,22.77,1182,4.4
The Alchemist,Paulo Coelho,Paperback,2011,18.7,3977,4.7
Getting Things Done: The Art of Stress-Free Productivity,David Allen,Paperback,2011,13.17,5248,4.5
The Invention of Hugo Cabret,Brian Selznick,Hardcover,2011,15.69,3076,4.8
"Now, Discover Your Strengths: The revolutionary Gallup program that shows you how to develop your unique talents and strengths",Gallup,Hardcover,2011,18.0,790.0,3.5
Drive: The Surprising Truth About What Motivates Us,Daniel H. Pink,Paperback,2011,9.99,8299,4.5
Smokin' Seventeen (Stephanie Plum),Janet Evanovich,Hardcover,2011,10.6,7633,4.5
The Big Short: Inside the Doomsday Machine,Michael Lewis,Paperback,2011,11.92,15981,4.6
"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",Christopher McDougall,Paperback,2011,9.99,23860,4.7
The Official Guide for GMAT Review,GMAC (Graduate Management Admission Council),Paperback,2011,17.32,309.0,4.4
"Fifty Shades Of Grey: Book One of the Fifty Shades Trilogy (Fifty Shades of Grey Series, 1)",E L James,Paperback,2012,13.99,111843,4.2
Fifty Shades Darker,E L James,Paperback,2012,10.25,75917,4.5
"Fifty Shades Freed: Book Three of the Fifty Shades Trilogy (Fifty Shades of Grey Series) (English Edition) (Fifty Shades Of Grey Series, 3)",E L James,Paperback,2012,11.8,61913,4.5
The Hunger Games (Book 1),Suzanne Collins,Paperback,2012,7.19,80772,4.7
StrengthsFinder 2.0,Gallup,Hardcover,2012,20.96,8179.0,4.1
Fifty Shades Trilogy (Fifty Shades of Grey / Fifty Shades Darker / Fifty Shades Freed),E L James,Paperback,2012,23.74,69966,4.6
Catching Fire (The Hunger Games),Suzanne Collins,Hardcover,2012,11.41,64876,4.7
Mockingjay (The Hunger Games),Suzanne Collins,Hardcover,2012,11.44,79841,4.6
"The Third Wheel (Diary of a Wimpy Kid, Book 7)",Jeff Kinney,Hardcover,2012,13.95,20590,4.7
No Easy Day: The Autobiography of a Navy Seal: The Firsthand Account of the Mission That Killed Osama Bin Laden,Mark Owen,Hardcover,2012,13.7,14259,4.6
The Hunger Games Trilogy Boxed Set,Suzanne Collins,Hardcover,2012,53.97,47114,4.8
Gone Girl,Gillian Flynn,Hardcover,2012,16.98,161539,4.1
"The Mark of Athena (Heroes of Olympus, Book 3)",Rick Riordan,Hardcover,2012,11.37,31592,4.8
The Official SAT Study Guide,The College Board,Paperback,2012,1.87,1559.0,4.4
Game of Thrones Boxed Set: A Game of Thrones/A Clash of Kings/A Storm of Swords/A Feast for Crows,George R.R. Martin,Mass Market Paperback,2012,8.5,8392,4.7
Killing Kennedy: The End of Camelot,Bill O'Reilly,Hardcover,2012,19.25,15516,4.5
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,Paperback,2012,12.49,12968,4.5
Killing Lincoln: The Shocking Assassination that Changed America Forever (Bill O'Reilly's Killing Series),Bill O'Reilly,Hardcover,2012,13.6,15072,4.6
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,Hardcover,2012,15.68,75429,4.7
Proof of Heaven: A Neurosurgeon's Journey into the Afterlife,Eben Alexander,Paperback,2012,11.39,23622.0,4.4
The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,Paperback,2012,16.76,4966,4.7
Barefoot Contessa Foolproof: Recipes You Can Trust: A Cookbook,Ina Garten,Hardcover,2012,18.29,2547,4.8
"Thinking, Fast and Slow",Daniel Kahneman,Hardcover,2012,19.49,40480,4.6
The Casual Vacancy,J.K. Rowling,Hardcover,2012,12.71,20711,3.6
The Harbinger: The Ancient Mystery that Holds the Secret of America's Future,Jonathan Cahn,Paperback,2012,10.59,24227,4.7
The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg,Hardcover,2012,15.61,37118,4.6
Steve Jobs,Walter Isaacson,Hardcover,2012,18.29,23435,4.7
"Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health",William Davis,Hardcover,2012,13.69,10839,4.4
"Oh, the Places You'll Go!  ",Dr. Seuss,Hardcover,2012,7.49,48018,4.9
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,Paperback,2012,23.49,1762.0,4.6
"The Five Dysfunctions of a Team: A Leadership Fable, 20th Anniversary Edition",Patrick Lencioni,Hardcover,2012,19.34,12414.0,4.6
Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,Hardcover,2012,15.1,32109,4.5
The Great Gatsby: The Only Authorized Edition,F. Scott Fitzgerald,Paperback,2012,6.84,15462,4.4
The Racketeer,John Grisham,Hardcover,2012,16.54,69474,4.2
"The Blood Sugar Solution: The UltraHealthy Program for Losing Weight, Preventing Disease, and Feeling Great Now! (The Dr. Mark Hyman Library, 1)",Mark Hyman M.D.,Hardcover,2012,16.0,2718,4.3
"Goodnight, Goodnight, Construction Site",Sherri Duskey Rinker,Hardcover,2012,11.4,22797,4.9
The Immortal Life of Henrietta Lacks,Rebecca Skloot,Paperback,2012,13.09,27813,4.6
The Fault in Our Stars,John Green,Hardcover,2012,10.8,160016,4.6
"The Serpent's Shadow (The Kane Chronicles, Book 3)",Rick Riordan,Hardcover,2012,11.29,10135,4.8
One Thousand Gifts: A Dare to Live Fully Right Where You Are,Ann Voskamp,Hardcover,2012,13.67,5454,4.6
Wild: From Lost to Found on the Pacific Crest Trail,Cheryl Strayed,Hardcover,2012,23.85,72399,4.4
Winter of the World: Book Two of the Century Trilogy,Ken Follett,Hardcover,2012,15.99,48794,4.5
The Pioneer Woman Cooks―Food from My Frontier,Ree Drummond,Hardcover,2012,15.67,4844,4.8
The Lego Ideas Book: Unlock Your Imagination,Daniel Lipkowitz,Hardcover,2012,22.49,10233,4.5
Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,Todd Burpo,Paperback,2012,10.49,24987,4.6
"Jesus Calling, Padded Hardcover, with Scripture References: Enjoying Peace in His Presence (A 365-Day Devotional)",Sarah Young,Hardcover,2012,8.89,43000,4.9
"Eat to Live: The Amazing Nutrient-Rich Program for Fast and Sustained Weight Loss, Revised Edition",Joel Fuhrman MD,Paperback,2012,12.99,11195.0,4.5
Thomas Jefferson: The Art of Power,Jon Meacham,Hardcover,2012,18.96,4060,4.5
Good to Great: Why Some Companies Make the Leap and Others Don't,Jim Collins,Hardcover,2012,18.29,8442,4.5
The Amateur,Edward Klein,Hardcover,2012,9.64,3302,4.4
The Smitten Kitchen Cookbook: Recipes and Wisdom from an Obsessive Home Cook,Deb Perelman,Hardcover,2012,18.29,1969,4.7
What to Expect When You're Expecting,Heidi Murkoff,Paperback,2012,17.14,32903,4.8
The Walking Dead: Compendium One,Robert Kirkman,Paperback,2012,38.99,8691,4.8
The Signal and the Noise: Why So Many Predictions Fail-But Some Don't,Nate Silver,Hardcover,2012,15.61,3704,4.4
How to Tell If Your Cat Is Plotting to Kill You (The Oatmeal) (Volume 2),The Oatmeal,Paperback,2012,7.77,12824,4.5
A Dance with Dragons (A Song of Ice and Fire),George R. R. Martin,Hardcover,2012,19.0,47708,4.6
America Again: Re-becoming the Greatness We Never Weren't,Stephen Colbert,Hardcover,2012,13.02,651,4.3
LEGO NINJAGO: Character Encyclopedia,DK Publishing,Hardcover,2012,3.58,1036.0,4.5
American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,Chris Kyle,Hardcover,2012,23.95,42390,4.5
Outliers: The Story of Success,Malcolm Gladwell,Paperback,2012,16.99,35958,4.6
Teach Like a Champion: 49 Techniques that Put Students on the Path to College,Doug Lemov,Paperback,2012,17.5,884,4.5
Bared to You,Sylvia Day,Paperback,2012,16.51,32522,4.4
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,Paperback,2012,7.74,107936,4.7
"Strengths Based Leadership: Great Leaders, Teams, and Why People Follow",Tom Rath,Hardcover,2012,15.52,2621,4.5
The 17 Day Diet: A Doctor's Plan Designed for Rapid Results,Mike Moreno,Hardcover,2012,15.81,3215.0,4.3
Crazy Love: Overwhelmed by a Relentless God,Francis Chan,Paperback,2012,15.16,2262,4.7
Go the F**k to Sleep,Adam Mansbach,Hardcover,2012,13.45,22511,4.8
Bring Up the Bodies,Hilary Mantel,Hardcover,2012,18.11,18757,4.5
"Great by Choice: Uncertainty, Chaos, and Luck--Why Some Thrive Despite Them All (Good to Great, 5)",Jim Collins,Hardcover,2012,15.69,1594,4.6
Eat to Live: The Amazing Nutrient-Rich Program for Fast and Sustained Weight Loss,Joel Fuhrman MD,Mass Market Paperback,2012,17.99,11195.0,4.5
"Reflected in You (Crossfire, Book 2)",Sylvia Day,Paperback,2012,12.98,23738,4.6
Who Moved My Cheese,Spencer Johnson,Hardcover,2012,12.99,24699,4.6
The Book Thief,Markus Zusak,Paperback,2012,7.83,67255,4.6
A Guide to the Project Management Body of Knowledge,Project Management Institute,Paperback,2012,13.0,755,4.4
"Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity",Katherine Boo,Hardcover,2012,14.32,9093,4.2
"Deadlocked (Sookie Stackhouse/True Blood, Book 12)",Charlaine Harris,Hardcover,2012,17.4,6730,4.5
"Crucial Conversations Tools for Talking When Stakes Are High, Second Edition",Kerry Patterson,Paperback,2012,15.0,11998,4.6
Forks Over Knives: The Plant-Based Way to Health. The #1 New York Times Bestseller,Gene Stone,Paperback,2012,23.9,3204,4.5
The Jesus Storybook Bible: Every Story Whispers His Name,Sally Lloyd-Jones,Hardcover,2012,11.69,12649,4.9
Notorious Nineteen: A Stephanie Plum Novel,Janet Evanovich,Hardcover,2012,14.33,14611,4.5
"The 4-Hour Chef: The Simple Path to Cooking Like a Pro, Learning Anything, and Living the Good Life",Timothy Ferriss,Hardcover,2012,29.24,3211,4.5
Cloud Atlas,David Mitchell,Paperback,2012,11.69,11191,4.3
The Alchemist,Paulo Coelho,Paperback,2012,18.7,3977,4.7
The Hunger Games,Suzanne Collins,Hardcover,2012,12.79,80772,4.7
"Help, Thanks, Wow: The Three Essential Prayers",Anne Lamott,Hardcover,2012,10.7,3035,4.6
Wonder,R. J. Palacio,Hardcover,2012,9.4,83305,4.7
"Stop Living In This Land, Go To The Everlasting World Of Happiness, Live There Forever",Woo Myung,Hardcover,2012,1.85,57,4.0
"To Heaven and Back: A Doctor's Extraordinary Account of Her Death, Heaven, Angels, and Life Again: A True Story",Mary C. Neal,Paperback,2012,9.39,6836,4.5
"Forks Over Knives―The Cookbook. A New York Times Bestseller: Over 300 Simple and Delicious Plant-Based Recipes to Help You Lose Weight, Be Healthier, and Feel Better Every Day",Del Sroufe,Paperback,2012,10.99,13677,4.5
Catching Fire (Hunger Games),Suzanne Collins,Paperback,2012,0.99,64876,4.7
"A Memory of Light (Wheel of Time, Book 14) (Wheel of Time, 14)",Robert Jordan,Hardcover,2012,20.99,26088,4.8
"Cabin Fever (Diary of a Wimpy Kid, Book 6)",Jeff Kinney,Hardcover,2012,0.52,20980,4.7
The 7 Habits of Highly Effective Teens: The Ultimate Teenage Success Guide,Sean Covey,Paperback,2012,9.66,12914,4.6
The Passage of Power: The Years of Lyndon Johnson,Robert A. Caro,Hardcover,2012,35.78,2378,4.7
The Pioneer Woman Cooks: Recipes from an Accidental Country Girl,Ree Drummond,Hardcover,2012,14.39,5748,4.8
"Divine Healing Hands: Experience Divine Power to Heal You, Animals, and Nature, and to Transform All Life (Soul Power)",Zhi Gang Sha Dr.,Hardcover,2012,17.31,160.0,4.6
"The China Study: The Most Comprehensive Study of Nutrition Ever Conducted And the Startling Implications for Diet, Weight Loss, And Long-term Health",Thomas Campbell,Paperback,2012,21.22,6462.0,4.7
The Meaning of Marriage: Facing the Complexities of Commitment with the Wisdom of God,Timothy Keller,Hardcover,2012,21.49,7955,4.8
Night (Night),Elie Wiesel,Paperback,2012,6.27,20173,4.7
StrengthsFinder 2.0,Gallup,Hardcover,2013,20.96,8179.0,4.1
"Lean In: Women, Work, and the Will to Lead",Sheryl Sandberg,Hardcover,2013,14.94,17083,4.5
"Diary of a Wimpy Kid: Hard Luck, Book 8",Jeff Kinney,Hardcover,2013,10.39,26424,4.6
Rush Revere and the Brave Pilgrims: Time-Travel Adventures with Exceptional Americans (1),Rush Limbaugh,Hardcover,2013,11.36,10200,4.9
"Jesus Calling, Padded Hardcover, with Scripture References: Enjoying Peace in His Presence (A 365-Day Devotional)",Sarah Young,Hardcover,2013,8.89,43000,4.9
Inferno: A Novel (Robert Langdon),Dan Brown,Hardcover,2013,15.6,82436,4.2
"The House of Hades (Heroes of Olympus, Book 4)",Rick Riordan,Hardcover,2013,12.2,34139,4.8
"Things That Matter: Three Decades of Passions, Pastimes and Politics [Deckled Edge]",Charles Krauthammer,Hardcover,2013,11.96,11066,4.6
The Great Gatsby: The Only Authorized Edition,F. Scott Fitzgerald,Paperback,2013,6.84,15462,4.4
Killing Jesus (Bill O'Reilly's Killing Series),Bill O'Reilly,Hardcover,2013,19.39,21074,4.5
Proof of Heaven: A Neurosurgeon's Journey into the Afterlife,Eben Alexander,Paperback,2013,11.39,23624.0,4.4
"Diagnostic and Statistical Manual of Mental Disorders, 5th Edition: DSM-5",American Psychiatric Association,Paperback,2013,97.98,13018,4.7
The Official SAT Study Guide,The College Board,Paperback,2013,1.87,1559.0,4.4
The Fault in Our Stars,John Green,Hardcover,2013,10.8,160016,4.6
The Book Thief,Markus Zusak,Paperback,2013,7.83,67255,4.6
Wonder,R. J. Palacio,Hardcover,2013,9.4,83305,4.7
The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,Paperback,2013,16.76,4966,4.7
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,Paperback,2013,12.49,12968,4.5
Divergent,Veronica Roth,Paperback,2013,12.92,17842,4.7
Laugh-Out-Loud Jokes for Kids,Rob Elliott,Paperback,2013,4.99,11768,4.6
"Oh, the Places You'll Go!  ",Dr. Seuss,Hardcover,2013,7.49,48018,4.9
"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",Malcolm Gladwell,Hardcover,2013,9.99,13528,4.4
Game of Thrones Boxed Set: A Game of Thrones/A Clash of Kings/A Storm of Swords/A Feast for Crows,George R.R. Martin,Mass Market Paperback,2013,8.5,8392,4.7
Allegiant,Veronica Roth,Hardcover,2013,11.72,66894,4.1
And the Mountains Echoed,Khaled Hosseini,Hardcover,2013,12.98,40051,4.3
Humans of New York,Brandon Stanton,Hardcover,2013,15.67,5582,4.8
The Legend of Zelda: Hyrule Historia,Patrick Thorpe,Hardcover,2013,25.49,10385.0,4.9
Doctor Sleep: A Novel,Stephen King,Hardcover,2013,14.89,41118,4.6
Knock-Knock Jokes for Kids: Knock-Knock Jokes for Kids (Joke Book & Gift Idea for Children Ages 6-12. Doubles as a Dad Jokes book for Father's Day and Birthdays) (Laugh-Out-Loud Jokes for Kids),Rob Elliott,Paperback,2013,4.99,5943,4.5
The Goldfinch: A Novel (Pulitzer Prize for Fiction),Donna Tartt,Hardcover,2013,18.5,124180,4.1
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,Paperback,2013,7.74,107936,4.7
Gone Girl,Gillian Flynn,Hardcover,2013,16.98,161539,4.1
George Washington's Secret Six: The Spy Ring That Saved the American Revolution,Brian Kilmeade,Hardcover,2013,24.0,10558,4.5
Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,Paperback,2013,12.85,32109,4.5
"Goodnight, Goodnight, Construction Site",Sherri Duskey Rinker,Hardcover,2013,11.4,22797,4.9
Sycamore Row (Jake Brigance),John Grisham,Hardcover,2013,16.77,92899,4.4
"Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health",William Davis,Hardcover,2013,13.69,10839,4.4
"The Pioneer Woman Cooks―A Year of Holidays: 140 Step-by-Step Recipes for Simple, Scrumptious Celebrations",Ree Drummond,Hardcover,2013,15.67,5158,4.8
The Day the Crayons Quit,Drew Daywalt,Hardcover,2013,9.4,22779,4.8
"Happy, Happy, Happy: My Life and Legacy as the Duck Commander",Phil Robertson,Hardcover,2013,13.2,5882,4.7
The Very Hungry Caterpillar,Eric Carle,Board book,2013,5.57,59818,4.9
"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",Brené Brown,Hardcover,2013,14.24,29035.0,4.7
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,Paperback,2013,23.49,1762.0,4.6
Joyland (Hard Case Crime),Stephen King,Paperback,2013,14.36,16804,4.5
"Fifty Shades Of Grey: Book One of the Fifty Shades Trilogy (Fifty Shades of Grey Series, 1)",E L James,Paperback,2013,13.99,111843,4.2
"Soul Healing Miracles: Ancient and New Sacred Wisdom, Knowledge, and Practical Techniques for Healing the Spiritual, Mental, Emotional, and Physical Bodies",Zhi Gang Sha,Hardcover,2013,14.0,289,4.6
Shred: The Revolutionary Diet: 6 Weeks 4 Inches 2 Sizes,Ian K. Smith M.D.,Hardcover,2013,13.99,3333.0,4.2
"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",Allie Brosh,Paperback,2013,12.09,12882,4.6
To Kill a Mockingbird,Harper Lee,Mass Market Paperback,2013,21.18,130576,4.7
"The Five Dysfunctions of a Team: A Leadership Fable, 20th Anniversary Edition",Patrick Lencioni,Hardcover,2013,19.34,12414.0,4.6
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,Hardcover,2013,15.68,75429,4.7
Ender's Game (The Ender Quintet),Orson Scott Card,Mass Market Paperback,2013,0.99,39929,4.6
The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,Brené Brown,Paperback,2013,12.99,40366,4.7
"The Cuckoo's Calling (A Cormoran Strike Novel, 1)",Robert Galbraith,Hardcover,2013,15.11,71102,4.2
What to Expect When You're Expecting,Heidi Murkoff,Paperback,2013,17.14,32903,4.8
America the Beautiful: Rediscovering What Made This Nation Great,Ben Carson  M.D.,Paperback,2013,7.61,4611.0,4.7
The Liberty Amendments: Restoring the American Republic,Mark R. Levin,Hardcover,2013,12.99,4338,4.8
ZEALOT: The Life and Times of Jesus of Nazareth,Reza Aslan,Hardcover,2013,14.49,10814,4.4
The One and Only Ivan: A Newbery Award Winner,Katherine Applegate,Hardcover,2013,10.64,26179.0,4.8
Good to Great: Why Some Companies Make the Leap and Others Don't,Jim Collins,Hardcover,2013,18.29,8442,4.5
SI-COLOGY 1: Tales and Wisdom from Duck Dynasty's Favorite Uncle,Si Robertson,Hardcover,2013,9.9,2567,4.7
"IT'S ALL GOOD: Delicious, Easy Recipes That Will Make You Look Good and Feel Great",Gwyneth Paltrow,Hardcover,2013,24.9,1471,4.5
Outliers: The Story of Success,Malcolm Gladwell,Paperback,2013,16.99,35958,4.6
Jerusalem: A Cookbook,Yotam Ottolenghi,Hardcover,2013,19.29,5551,4.8
"Becoming a Supple Leopard: Movement, Mobility, and Maintenance of the Human Animal",Kelly Starrett,Hardcover,2013,45.75,1503.0,4.7
"Grain Brain: The Surprising Truth about Wheat, Carbs, and Sugar--Your Brain's Silent Killers",David Perlmutter MD,Hardcover,2013,13.95,10863.0,4.5
Looking for Alaska,John Green,Paperback,2013,7.64,31755,4.5
I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,Malala Yousafzai,Hardcover,2013,18.2,19927,4.5
Love You Forever,Robert Munsch,Paperback,2013,4.98,59693,4.9
The Perks of Being a Wallflower,Stephen Chbosky,Paperback,2013,11.22,38349,4.7
Practical Paleo: A Customized Approach to Health and a Whole-Foods Lifestyle,Diane Sanfilippo,Paperback,2013,11.98,4690.0,4.6
Fifty Shades Trilogy (Fifty Shades of Grey / Fifty Shades Darker / Fifty Shades Freed),E L James,Paperback,2013,23.74,69966,4.6
"The FastDiet: Lose Weight, Stay Healthy, and Live Longer with the Simple Secret of Intermittent Fasting",Dr Dr Michael Mosley,Hardcover,2013,12.94,14230.0,4.3
The Jesus Storybook Bible: Every Story Whispers His Name,Sally Lloyd-Jones,Hardcover,2013,11.69,12649,4.9
Divergent / Insurgent,Veronica Roth,Hardcover,2013,9.44,60255,4.5
How to Win Friends & Influence People (Dale Carnegie Books),Dale Carnegie,Paperback,2013,10.3,111867,4.7
"The Bully Pulpit: Theodore Roosevelt, William Howard Taft, and the Golden Age of Journalism",Doris Kearns Goodwin,Hardcover,2013,23.76,4151,4.5
The Hunger Games (Book 1),Suzanne Collins,Paperback,2013,7.19,80772,4.7
ObamaCare Survival Guide: The Affordable Care Act and What It Means for You and Your Healthcare,Nick J. Tate,Paperback,2013,9.99,1007.0,3.8
The Harbinger: The Ancient Mystery that Holds the Secret of America's Future,Jonathan Cahn,Paperback,2013,10.59,24227,4.7
The Immortal Life of Henrietta Lacks,Rebecca Skloot,Paperback,2013,13.09,27813,4.6
Night (Night),Elie Wiesel,Paperback,2013,6.27,20173,4.7
Fifty Shades Darker,E L James,Paperback,2013,10.25,75917,4.5
"Eat to Live: The Amazing Nutrient-Rich Program for Fast and Sustained Weight Loss, Revised Edition",Joel Fuhrman MD,Paperback,2013,12.99,11195.0,4.5
"Forks Over Knives―The Cookbook. A New York Times Bestseller: Over 300 Simple and Delicious Plant-Based Recipes to Help You Lose Weight, Be Healthier, and Feel Better Every Day",Del Sroufe,Paperback,2013,10.99,13677,4.5
"Fifty Shades Freed: Book Three of the Fifty Shades Trilogy (Fifty Shades of Grey Series) (English Edition) (Fifty Shades Of Grey Series, 3)",E L James,Paperback,2013,11.8,61913,4.5
The Alchemist,Paulo Coelho,Paperback,2013,18.7,3977,4.7
The Catcher in the Rye,J.D. Salinger,Mass Market Paperback,2013,8.93,37751,4.4
Mindset: The New Psychology of Success,Carol S. S. Dweck,Paperback,2013,11.66,23651.0,4.6
"Wheat Belly Cookbook: 150 Recipes to Help You Lose the Wheat, Lose the Weight, and Find Your Path Back to Health",William Davis,Hardcover,2013,16.5,2363,4.4
MyMathLab: Student Access Kit,Addison-Wesley Nivaldo J. Addison-Wesley,Printed Access Code,2013,71.48,4651.0,4.2
"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)",Valorie Schaefer,Paperback,2013,7.93,26303.0,4.8
The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg,Hardcover,2013,15.61,37118,4.6
The Reason I Jump: The Inner Voice of a Thirteen-Year-Old Boy with Autism,Naoki Higashida,Hardcover,2013,12.56,11487,4.5
"Strengths Based Leadership: Great Leaders, Teams, and Why People Follow",Tom Rath,Hardcover,2013,15.52,2621,4.5
Kaplan GRE Premier 2014 with 6 Practice Tests: book + online + DVD + mobile,Kaplan,Paperback,2013,12.82,466.0,4.3
The Longest Ride,Nicholas Sparks,Hardcover,2013,15.52,30300,4.6
Life Code: The New Rules for Winning in the Real World,Phil McGraw,Hardcover,2013,13.95,4312.0,4.4
The Lego Ideas Book: Unlock Your Imagination,Daniel Lipkowitz,Hardcover,2013,22.49,10233,4.5
"A Memory of Light (Wheel of Time, Book 14) (Wheel of Time, 14)",Robert Jordan,Hardcover,2013,20.99,26088,4.8
StrengthsFinder 2.0,Gallup,Hardcover,2014,20.96,8179.0,4.1
Frozen (Little Golden Book),RH Disney,Hardcover,2014,1.0,8214.0,4.7
Laugh-Out-Loud Jokes for Kids,Rob Elliott,Paperback,2014,4.99,11768,4.6
The Fault in Our Stars,John Green,Paperback,2014,11.69,160016,4.6
Diary of a Wimpy Kid: The Long Haul,Jeff Kinney,Hardcover,2014,10.97,29808,4.6
Killing Patton: The Strange Death of World War II's Most Audacious General (Bill O'Reilly's Killing Series),Bill O'Reilly,Hardcover,2014,18.99,19752,4.5
What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,Hardcover,2014,15.86,22525,4.6
The Blood of Olympus (The Heroes of Olympus),Rick Riordan,Hardcover,2014,11.48,41881,4.8
"Jesus Calling, Padded Hardcover, with Scripture References: Enjoying Peace in His Presence (A 365-Day Devotional)",Sarah Young,Hardcover,2014,8.89,43000,4.9
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,Paperback,2014,12.49,75429,4.7
Ultimate Sticker Book: Frozen: More Than 60 Reusable Full-Color Stickers,DK,Paperback,2014,5.9,4965.0,4.6
The Day the Crayons Quit,Drew Daywalt,Hardcover,2014,9.4,22779,4.8
Divergent,Veronica Roth,Paperback,2014,12.92,17842,4.7
The Fault in Our Stars,John Green,Hardcover,2014,10.8,160016,4.6
"Oh, the Places You'll Go!  ",Dr. Seuss,Hardcover,2014,7.49,48018,4.9
To Kill a Mockingbird,Harper Lee,Mass Market Paperback,2014,21.18,130576,4.7
Gone Girl,Gillian Flynn,Paperback,2014,12.9,161539,4.1
The Book Thief,Markus Zusak,Paperback,2014,7.83,67255,4.6
The Official SAT Study Guide,The College Board,Paperback,2014,1.87,1559.0,4.4
Humans of New York,Brandon Stanton,Hardcover,2014,15.67,5582,4.8
The Goldfinch: A Novel (Pulitzer Prize for Fiction),Donna Tartt,Hardcover,2014,18.5,124180,4.1
"Diagnostic and Statistical Manual of Mental Disorders, 5th Edition: DSM-5",American Psychiatric Association,Paperback,2014,97.98,13018,4.7
Wonder,R. J. Palacio,Hardcover,2014,9.4,83305,4.7
The Book with No Pictures,B. J. Novak,Hardcover,2014,9.9,19063,4.8
Rush Revere and the First Patriots: Time-Travel Adventures With Exceptional Americans (2),Rush Limbaugh,Hardcover,2014,10.99,5471,4.9
The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,Paperback,2014,16.76,4966,4.7
Knock-Knock Jokes for Kids: Knock-Knock Jokes for Kids (Joke Book & Gift Idea for Children Ages 6-12. Doubles as a Dad Jokes book for Father's Day and Birthdays) (Laugh-Out-Loud Jokes for Kids),Rob Elliott,Paperback,2014,4.99,5943,4.5
JOURNEY TO THE ICE P,RH Disney,Paperback,2014,7.11,1100,4.6
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,Paperback,2014,12.49,12968,4.5
Little Blue Truck,Alice Schertle,Board book,2014,1.0,1961,4.9
