Title,Authors,Book_cover,Year,Price($),Reviews,Ratings
Little Blue Truck board book,Alice Schertle,Board book,2016,1.36,8207,4.9
Harry Potter Coloring Book,Scholastic,Paperback,2016,11.6,15764,4.8
The Day the Crayons Quit,Drew Daywalt,Hardcover,2016,9.4,22779,4.8
Wonder,R. J. Palacio,Hardcover,2017,9.4,83305,4.7
Milk and Honey,Rupi Kaur,Paperback,2017,7.83,60311,4.7
Giraffes Can't Dance (Board Book),Giles Andreae,Board book,2017,5.94,28899.0,4.8
The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,Hardcover,2017,14.38,137991,4.6
The Getaway,Jeff Kinney,Hardcover,2017,10.62,29542,4.7
The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals,Laurel Randolph,Paperback,2017,11.8,13254,4.4
Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,J. D. Vance,Hardcover,2017,13.17,95582,4.3
Astrophysics for People in a Hurry,Neil deGrasse Tyson,Hardcover,2017,9.99,35174,4.6
First 100 Words: A Padded Board Book,Roger Priddy,Board book,2017,4.78,37028,4.7
The Whole30: The 30-Day Guide to Total Health and Food Freedom,Melissa Hartwig Urban,Hardcover,2017,16.26,16485.0,4.6
The Handmaid's Tale,Margaret Atwood,Paperback,2017,9.53,154668,4.3
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,Paperback,2017,8.39,89689,4.8
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,Paperback,2017,8.89,45561,4.7
What Happened,Hillary Rodham Clinton,Hardcover,2017,13.07,11150,4.5
"Oh, the Places You'll Go!  ",Dr. Seuss,Hardcover,2017,7.49,48018,4.9
Make Your Bed: Little Things That Can Change Your Life...And Maybe the World,Admiral William H. McRaven,Hardcover,2017,11.58,43644,4.7
1984,George Orwell,Mass Market Paperback,2017,7.48,110297,4.6
How to Win Friends & Influence People (Dale Carnegie Books),Dale Carnegie,Paperback,2017,10.3,111867,4.7
Origin: A Novel (Robert Langdon),Dan Brown,Hardcover,2017,19.99,135684,4.3
A Man Called Ove: A Novel,Fredrik Backman,Paperback,2017,10.93,186099,4.6
The Sun and Her Flowers,Rupi Kaur,Paperback,2017,8.89,21597,4.7
Dear Zoo: A Lift-the-Flap Book,Rod Campbell,Board book,2017,5.0,28319,4.9
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,Paperback,2017,7.74,107936,4.7
The Going To Bed Book,Sandra Boynton,Board book,2017,3.97,17461,4.8
StrengthsFinder 2.0,Gallup,Hardcover,2017,20.96,8179.0,4.1
The Wonderful Things You Will Be,Emily Winfield Martin,Hardcover,2017,9.4,28445,4.9
The Shack: Where Tragedy Confronts Eternity,William P. Young,Paperback,2017,10.14,41127,4.6
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,Hardcover,2017,8.89,58655.0,4.5
"Option B: Facing Adversity, Building Resilience, and Finding Joy",Sheryl Sandberg,Hardcover,2017,15.01,7765,4.4
Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,Hardcover,2017,22.99,15069.0,4.6
A Gentleman in Moscow: A Novel,Amor Towles,Hardcover,2017,14.83,126769,4.6
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,Paperback,2017,12.49,12968,4.5
Goodnight Moon,Margaret Wise Brown,Board book,2017,5.36,27609,4.9
Thirteen Reasons Why,Jay Asher,Paperback,2017,7.99,27506,4.4
Leonardo da Vinci,Walter Isaacson,Hardcover,2017,19.6,10006,4.5
The Pout-Pout Fish,Deborah Diesen,Board book,2017,4.98,25831,4.8
"Harry Potter and the Prisoner of Azkaban: The Illustrated Edition (Harry Potter, Book 3) (3)",Mr. Jim Kay,Hardcover,2017,22.98,15226,4.9
If Animals Kissed Good Night,Ann Whitford Paul,Board book,2017,4.19,73082,4.8
"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,Board book,2017,4.94,52447.0,4.9
D&D Player’s Handbook (Dungeons & Dragons Core Rulebook),Dungeons & Dragons,Hardcover,2017,26.1,50464.0,4.9
The Very Hungry Caterpillar,Eric Carle,Board book,2017,5.57,59818,4.9
Puppy Birthday to You! (Paw Patrol) (Little Golden Book),Golden Books,Hardcover,2017,4.02,13773.0,4.8
Laugh-Out-Loud Jokes for Kids,Rob Elliott,Paperback,2017,4.99,11768,4.6
"Tools Of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers",Timothy Ferriss,Hardcover,2017,15.89,11522,4.6
Milk and Vine: Inspirational Quotes From Classic Vines,Adam Gasiewski,Paperback,2017,7.99,7034,4.5
Ready Player One: A Novel,Ernest Cline,Paperback,2017,10.45,147795,4.6
Dog Man: A Tale of Two Kitties: From the Creator of Captain Underpants (Dog Man #3),Dav Pilkey,Hardcover,2017,13.99,19033,4.8
Obama: An Intimate Portrait,Pete Souza,Hardcover,2017,24.43,10408,4.9
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,Paperback,2017,19.55,9404,4.7
Killers of the Flower Moon: The Osage Murders and the Birth of the FBI,David Grann,Hardcover,2017,28.49,49555,4.4
"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)",Valorie Schaefer,Paperback,2017,7.93,26303.0,4.8
"Uninvited: Living Loved When You Feel Less Than, Left Out, and Lonely",Lysa TerKeurst,Paperback,2017,10.49,11660,4.7
Big Little Lies,Liane Moriarty,Paperback,2017,13.08,157404,4.4
The Official SAT Study Guide,The College Board,Paperback,2017,3.49,2426,4.5
The Whole30 Cookbook: 150 Delicious and Totally Compliant Recipes to Help You Succeed with the Whole30 and Beyond,Melissa Hartwig Urban,Hardcover,2017,15.6,2906.0,4.6
"Thinking, Fast and Slow",Daniel Kahneman,Paperback,2017,11.29,40480,4.6
"Jesus Calling, Padded Hardcover, with Scripture References: Enjoying Peace in His Presence (A 365-Day Devotional)",Sarah Young,Hardcover,2017,8.89,43000,4.9
What to Expect When You're Expecting,Heidi Murkoff,Paperback,2017,12.88,32903,4.8
The Glass Castle: A Memoir (book),Jeannette Walls,Paperback,2017,9.68,39274,4.6
The Great Gatsby: The Only Authorized Edition,F. Scott Fitzgerald,Paperback,2017,6.84,15462,4.4
The Wisdom of Sundays: Life-Changing Insights from Super Soul Conversations,Oprah Winfrey,Hardcover,2017,14.69,2960,4.6
P is for Potty! (Sesame Street) (Lift-the-Flap),Naomi Kleinberg,Board book,2017,5.19,30039.0,4.7
The Rooster Bar,John Grisham,Hardcover,2017,24.85,55428,4.0
The Giving Tree,Shel Silverstein,Hardcover,2017,10.98,32261,4.9
She Persisted: 13 American Women Who Changed the World,Chelsea Clinton,Hardcover,2017,10.01,3172,4.8
On Tyranny: Twenty Lessons from the Twentieth Century,Timothy Snyder,Paperback,2017,6.3,28756,4.7
"The Alchemist, 25th Anniversary: A Fable About Following Your Dream",Paulo Coelho,Paperback,2017,11.15,140724,4.6
Fahrenheit 451,Ray Bradbury,Paperback,2017,8.36,48397,4.6
Camino Island: A Novel,John Grisham,Hardcover,2017,15.72,78896,4.2
Turtles All the Way Down,John Green,Hardcover,2017,11.99,24496,4.4
The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,Brené Brown,Paperback,2017,12.99,40366,4.7
Love You Forever,Robert Munsch,Paperback,2017,4.98,59693,4.9
"The Pioneer Woman Cooks―Come and Get It!: Simple, Scrumptious Recipes for Crazy Busy Lives",Ree Drummond,Hardcover,2017,17.27,5008,4.8
Mindset: The New Psychology of Success,Carol S. S. Dweck,Paperback,2017,11.66,23651.0,4.6
Where Is Baby's Belly Button? A Lift-the-Flap Book,Karen Katz,Board book,2017,5.0,13571,4.8
Grant,Ron Chernow,Hardcover,2017,21.15,13463,4.8
Sapiens: A Brief History of Humankind,Yuval Noah Harari,Hardcover,2017,21.49,134011,4.6
The Intelligent Investor Rev Ed.: The Definitive Book on Value Investing,Benjamin Graham,Paperback,2017,16.54,38408,4.7
"The Plant Paradox: The Hidden Dangers in ""Healthy"" Foods That Cause Disease and Weight Gain (The Plant Paradox, 1)",Dr. Steven R Gundry  MD,Hardcover,2017,14.54,16115.0,4.4
"Trials of Apollo, The Book Two: Dark Prophecy, The-Trials of Apollo, The Book Two",Rick Riordan,Hardcover,2017,11.28,18212,4.7
"Everything, Everything",Nicola Yoon,Paperback,2017,8.49,20543,4.6
Start with Why: How Great Leaders Inspire Everyone to Take Action,Simon Sinek,Paperback,2017,9.99,34796,4.6
Norse Mythology,Neil Gaiman,Hardcover,2017,16.5,33879,4.5
Beneath a Scarlet Sky: A Novel,Mark Sullivan,Paperback,2017,13.46,221919,4.6
Dog Man Unleashed: From the Creator of Captain Underpants (Dog Man #2),Dav Pilkey,Hardcover,2017,1.24,20473,4.8
Lilac Girls: A Novel (Woolsey-Ferriday),Martha Hall Kelly,Paperback,2017,9.9,53724,4.5
"Harry Potter and the Sorcerer's Stone: The Illustrated Edition (Harry Potter, Book 1)",J.K. Rowling,Hardcover,2017,21.34,25676,4.9
"Magnus Chase and the Gods of Asgard, Book 3: Ship of the Dead, The-Magnus Chase and the Gods of Asgard, Book 3",Rick Riordan,Hardcover,2017,11.39,14666,4.7
"Al Franken, Giant of the Senate",Al Franken,Hardcover,2017,11.62,10137,4.7
Principles: Life and Work,Ray Dalio,Hardcover,2017,18.98,17269,4.6
"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",Brené Brown,Paperback,2017,8.99,29037,4.7
The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle,Amy Ramos,Paperback,2017,6.98,31164,4.3
Pokémon Deluxe Essential Handbook: The Need-to-Know Stats and Facts on Over 700 Pokémon,Scholastic,Paperback,2017,1.24,5245.0,4.7
10-Day Green Smoothie Cleanse,JJ Smith,Paperback,2017,9.89,37676,4.7
The Total Money Makeover: Classic Edition: A Proven Plan for Financial Fitness,Dave Ramsey,Hardcover,2017,12.45,28741,4.7
Dragons Love Tacos,Adam Rubin,Hardcover,2017,9.92,18109,4.8
Harry Potter Paperback Box Set (Books 1-7),J. K. Rowling,Paperback,2017,45.44,112378,4.9
Killing England: The Brutal Struggle for American Independence (Bill O'Reilly's Killing Series),Bill O'Reilly,Hardcover,2017,18.75,12717,4.7
"Rosie Revere, Engineer (The Questioneers)",Andrea Beaty,Hardcover,2017,10.93,6695,4.9
Becoming,Michelle Obama,Hardcover,2018,17.18,195558,4.8
"Girl, Wash Your Face: Stop Believing the Lies About Who You Are So You Can Become Who You Were Meant to Be",Rachel Hollis,Hardcover,2018,10.99,41019,4.5
The Wonky Donkey,Craig Smith,Paperback,2018,5.28,80505,4.8
Fire and Fury: Inside the Trump White House,Michael Wolff,Hardcover,2018,7.39,48877,4.0
Fear: Trump in the White House,Bob Woodward,Hardcover,2018,12.71,19331,4.4
Last Week Tonight with John Oliver Presents: A Day in the Life of Marlon Bundo (HBO),Jill Twiss,Hardcover,2018,16.99,16681,4.9
12 Rules for Life: An Antidote to Chaos,Jordan B. Peterson,Hardcover,2018,14.43,58061,4.7
Magnolia Table,Joanna Gaines,Hardcover,2018,14.86,34312,4.8
Whose Boat Is This Boat?: Comments That Don't Help in the Aftermath of a Hurricane,The Staff of The Late Show with Stephen Colbert,Hardcover,2018,12.0,10533,4.6
The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,Hardcover,2018,14.38,137991,4.6
"A Higher Loyalty: Truth, Lies, and Leadership",James Comey,Hardcover,2018,13.56,17429,4.6
The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle,Amy Ramos,Paperback,2018,6.98,31164,4.3
Diary of a Wimpy Kid #13: Meltdown,Jeff Kinney,Hardcover,2018,8.79,30159,4.8
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,Paperback,2018,8.39,89689,4.8
First 100 Words: A Padded Board Book,Roger Priddy,Board book,2018,4.78,37028,4.7
Dog Man: Lord of the Fleas: From the Creator of Captain Underpants (Dog Man #5),Dav Pilkey,Hardcover,2018,1.55,18759,4.8
Educated: A Memoir,Tara Westover,Hardcover,2018,14.66,208392,4.6
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,Paperback,2018,8.89,45561,4.7
"The Plant Paradox: The Hidden Dangers in ""Healthy"" Foods That Cause Disease and Weight Gain (The Plant Paradox, 1)",Dr. Steven R Gundry  MD,Hardcover,2018,14.54,16115.0,4.4
Giraffes Can't Dance (Board Book),Giles Andreae,Board book,2018,5.94,28899.0,4.8
D&D Player’s Handbook (Dungeons & Dragons Core Rulebook),Dungeons & Dragons,Hardcover,2018,26.1,50464.0,4.9
Homebody: A Guide to Creating Spaces You Never Want to Leave,Joanna Gaines,Hardcover,2018,20.9,11623,4.8
The Very Hungry Caterpillar,Eric Carle,Board book,2018,5.57,59818,4.9
Crazy Rich Asians (Crazy Rich Asians Trilogy),Kevin Kwan,Paperback,2018,10.95,52780,4.3
The Hate U Give: A Printz Honor Winner,Angie Thomas,Hardcover,2018,10.73,47541,4.7
The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals,Laurel Randolph,Paperback,2018,11.8,13254,4.4
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,Paperback,2018,7.74,107936,4.7
The Wonderful Things You Will Be,Emily Winfield Martin,Hardcover,2018,9.4,28445,4.9
P is for Potty! (Sesame Street) (Lift-the-Flap),Naomi Kleinberg,Board book,2018,5.19,30039.0,4.7
The Pout-Pout Fish,Deborah Diesen,Board book,2018,4.98,25831,4.8
CreateSpace Classics Lettering and Modern Calligraphy: A Beginner's Guide: Learn Hand Lettering and Brush Lettering,Paper Peony Press,Paperback,2018,6.99,21142,4.5
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,Paperback,2018,12.49,12968,4.5
Dear Zoo: A Lift-the-Flap Book,Rod Campbell,Board book,2018,5.0,28319,4.9
"Oh, the Places You'll Go!  ",Dr. Seuss,Hardcover,2018,7.49,48018,4.9
Dog Man and Cat Kid: From the Creator of Captain Underpants (Dog Man #4),Dav Pilkey,Hardcover,2018,9.0,19786,4.8
Goodnight Moon,Margaret Wise Brown,Board book,2018,5.36,27609,4.9
"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",Samin Nosrat,Hardcover,2018,26.87,22341,4.8
A Wrinkle in Time (Time Quintet),Madeleine L'Engle,Paperback,2018,7.14,26543,4.4
How to Win Friends & Influence People (Dale Carnegie Books),Dale Carnegie,Paperback,2018,10.3,111867,4.7
Dog Man: Brawl of the Wild: From the Creator of Captain Underpants (Dog Man #6),Dav Pilkey,Hardcover,2018,13.97,21322,4.8
Instant Pot Pressure Cooker Cookbook: 500 Everyday Recipes for Beginners and Advanced Users. Try Easy and Healthy Instant Pot Recipes.,Jennifer Smith,Paperback,2018,7.75,13653,4.4
Milk and Honey,Rupi Kaur,Paperback,2018,7.83,60311,4.7
Little Fires Everywhere,Celeste Ng,Hardcover,2018,14.16,178882,4.4
Kitchen Confidential Updated Edition: Adventures in the Culinary Underbelly (P.S.),Anthony Bourdain,Paperback,2018,9.39,8101,4.8
The President Is Missing: A Novel,James Patterson,Hardcover,2018,15.69,63993,4.3
"School Zone - Big Preschool Workbook - 320 Pages, Ages 3 to 5, Colors, Shapes, Numbers, Early Math, Alphabet, Pre-Writing, Phonics, Following Directions, and More (School Zone Big Workbook Series)",School Zone,Paperback,2018,7.48,70774,4.8
"The Plant Paradox Cookbook: 100 Delicious Recipes to Help You Lose Weight, Heal Your Gut, and Live Lectin-Free (The Plant Paradox, 2)",Dr. Steven R Gundry  MD,Hardcover,2018,19.59,8917.0,4.4
Ready Player One: A Novel,Ernest Cline,Paperback,2018,10.45,147795,4.6
Fahrenheit 451,Ray Bradbury,Paperback,2018,8.36,48397,4.6
Ship of Fools: How a Selfish Ruling Class Is Bringing America to the Brink of Revolution,Tucker Carlson,Hardcover,2018,14.63,9801,4.7
"The Alchemist, 25th Anniversary: A Fable About Following Your Dream",Paulo Coelho,Paperback,2018,11.15,140724,4.6
Wonder,R. J. Palacio,Hardcover,2018,9.4,83305,4.7
To Kill a Mockingbird,Harper Lee,Paperback,2018,8.89,130576,4.7
The Whole30: The 30-Day Guide to Total Health and Food Freedom,Melissa Hartwig Urban,Hardcover,2018,16.26,16485.0,4.6
The Keto Diet: The Complete Guide to a High-Fat Diet,Leanne Vogel,Paperback,2018,18.29,7714,4.4
Everybody Always: Becoming Love in a World Full of Setbacks and Difficult People,Bob Goff,Paperback,2018,10.99,8935,4.8
Before We Were Yours: A Novel,Lisa Wingate,Hardcover,2018,14.73,141630,4.6
The Reckoning: A Novel,John Grisham,Hardcover,2018,14.98,62705,4.1
"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,Board book,2018,4.94,52447.0,4.9
Beneath a Scarlet Sky: A Novel,Mark Sullivan,Paperback,2018,13.46,221919,4.6
What to Expect When You're Expecting,Heidi Murkoff,Paperback,2018,12.88,32903,4.8
Principles: Life and Work,Ray Dalio,Hardcover,2018,18.98,17269,4.6
Astrophysics for People in a Hurry,Neil deGrasse Tyson,Hardcover,2018,9.99,35174,4.6
Laugh-Out-Loud Jokes for Kids,Rob Elliott,Paperback,2018,4.99,11768,4.6
"Medical Medium Liver Rescue: Answers to Eczema, Psoriasis, Diabetes, Strep, Acne, Gout, Bloating, Gallstones, Adrenal Stress, Fatigue, Fatty Liver, Weight Issues, SIBO & Autoimmune Disease",Anthony William,Hardcover,2018,26.37,11797,4.7
The Official SAT Study Guide,The College Board,Paperback,2018,3.49,2426,4.5
Calm the F*ck Down: An Irreverent Adult Coloring Book,Sasha O'Hara,Paperback,2018,6.14,21342,4.6
"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)",Valorie Schaefer,Paperback,2018,7.93,26303.0,4.8
The Outsider: A Novel,Stephen King,Hardcover,2018,15.68,56029,4.5
Where the Crawdads Sing,Delia Owens,Hardcover,2018,14.67,612174,4.7
D&D Dungeon Master’s Guide (Dungeons & Dragons Core Rulebook),Dungeons & Dragons,Hardcover,2018,27.97,28515.0,4.9
Sapiens: A Brief History of Humankind,Yuval Harari,Paperback,2018,13.06,134040.0,4.6
Love You Forever,Robert Munsch,Paperback,2018,4.98,59693,4.9
Dragons Love Tacos,Adam Rubin,Hardcover,2018,9.92,18109,4.8
The Woman in the Window: A Novel,A. J. Finn,Hardcover,2018,13.16,130133,4.3
D&D Monster Manual (Dungeons & Dragons Core Rulebook),Dungeons & Dragons,Hardcover,2018,16.49,27111.0,4.9
Simply Keto: A Practical Approach to Health & Weight Loss with 100+ Easy Low-Carb Recipes,Suzanne Ryan,Paperback,2018,17.06,10170,4.6
StrengthsFinder 2.0,Gallup,Hardcover,2018,20.96,8179.0,4.1
Extreme Ownership: How U.S. Navy SEALs Lead and Win (New Edition),Jocko Willink,Hardcover,2018,17.04,34991,4.8
The Russia Hoax: The Illicit Scheme to Clear Hillary Clinton and Frame Donald Trump,Gregg Jarrett,Hardcover,2018,12.05,6064,4.8
How to Draw 101 Animals (1),Dan Green,Paperback,2018,4.99,26504,4.7
The Sun and Her Flowers,Rupi Kaur,Paperback,2018,8.89,21597,4.7
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,Hardcover,2018,8.89,58655.0,4.5
"The Easy 5-Ingredient Ketogenic Diet Cookbook: Low-Carb, High-Fat Recipes for Busy People on the Keto Diet",Jen Fisch,Paperback,2018,13.49,16563,4.4
Where Do Diggers Sleep at Night? (Where Do...Series),Brianna Caplan Sayres,Board book,2018,7.0,14591,4.8
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,Paperback,2018,19.55,9404,4.7
"Whiskey in a Teacup: What Growing Up in the South Taught Me About Life, Love, and Baking Biscuits",Reese Witherspoon,Hardcover,2018,17.79,5481,4.7
Man's Search for Meaning (OLD EDITION/OUT OF PRINT),Viktor E. Frankl,Paperback,2018,3.31,82193,4.7
The Great Alone: A Novel,Kristin Hannah,Hardcover,2018,15.76,136688,4.6
The Total Money Makeover: Classic Edition: A Proven Plan for Financial Fitness,Dave Ramsey,Hardcover,2018,12.45,28741,4.7
Cravings: Hungry for More: A Cookbook,Chrissy Teigen,Hardcover,2018,14.73,6882,4.8
The Handmaid's Tale,Margaret Atwood,Paperback,2018,9.53,154668,4.3
The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,Brené Brown,Paperback,2018,12.99,40366,4.7
The Great Gatsby: The Only Authorized Edition,F. Scott Fitzgerald,Paperback,2018,6.84,15462,4.4
"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel van der Kolk M.D.,Paperback,2018,11.29,68125,4.8
"Gmorning, Gnight!: Little Pep Talks for Me & You",Lin-Manuel Miranda,Hardcover,2018,11.5,5086,4.8
Rich Dad Poor Dad: What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!,Robert T. Kiyosaki,Mass Market Paperback,2018,7.9,89847,4.7
Make Your Bed: Little Things That Can Change Your Life...And Maybe the World,Admiral William H. McRaven,Hardcover,2018,11.58,43644,4.7
Harry Potter Paperback Box Set (Books 1-7),J. K. Rowling,Paperback,2018,45.44,112378,4.9
Xanathar's Guide to Everything (Dungeons & Dragons),Dungeons & Dragons,Hardcover,2018,26.15,21420.0,4.9
Where the Crawdads Sing,Delia Owens,Hardcover,2019,14.67,612174,4.7
Becoming,Michelle Obama,Hardcover,2019,17.18,195558,4.8
Educated: A Memoir,Tara Westover,Hardcover,2019,14.66,208392,4.6
Dog Man: For Whom the Ball Rolls: From the Creator of Captain Underpants (Dog Man #7),Dav Pilkey,Hardcover,2019,6.79,25533,4.9
"Girl, Wash Your Face: Stop Believing the Lies About Who You Are So You Can Become Who You Were Meant to Be",Rachel Hollis,Hardcover,2019,10.99,41019,4.5
GRAPHIX Dog Man: Fetch-22: From the Creator of Captain Underpants (Dog Man #8),Dav Pilkey,Hardcover,2019,7.76,31081,4.9
Wrecking Ball (Diary of a Wimpy Kid Book 14),Jeff Kinney,Hardcover,2019,11.97,19070,4.9
The Wonderful Things You Will Be,Emily Winfield Martin,Hardcover,2019,9.4,28445,4.9
"School Zone - Big Preschool Workbook - 320 Pages, Ages 3 to 5, Colors, Shapes, Numbers, Early Math, Alphabet, Pre-Writing, Phonics, Following Directions, and More (School Zone Big Workbook Series)",School Zone,Paperback,2019,7.48,70774,4.8
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,Paperback,2019,8.39,89689,4.8
"Girl, Stop Apologizing: A Shame-Free Plan for Embracing and Achieving Your Goals",Rachel Hollis,Hardcover,2019,13.28,16652,4.6
The Wonky Donkey,Craig Smith,Paperback,2019,5.28,80505,4.8
The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,Hardcover,2019,14.38,137991,4.6
Difficult Riddles For Smart Kids: 300 Difficult Riddles And Brain Teasers Families Will Love,M Prefontaine,Paperback,2019,7.99,31299,4.6
"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",Samin Nosrat,Hardcover,2019,26.87,22341,4.8
The Very Hungry Caterpillar,Eric Carle,Board book,2019,5.57,59818,4.9
"What Should Danny Do? (The Power to Choose Series) (The Power to Choose, 1)",Adir Levy,Hardcover,2019,11.99,23364,4.8
It's Not Supposed to Be This Way: Finding Unexpected Strength When Disappointments Leave You Shattered,Lysa TerKeurst,Hardcover,2019,14.47,19160,4.8
"Hopscotch Girls I Am Confident, Brave & Beautiful: Inspirational Coloring Books for Kids - Coloring Books for Kids ages 4-8 - Fun Kids Coloring Books - Coloring Books Girls with 24 Coloring Pages",Hopscotch Girls,Paperback,2019,6.99,33477,4.8
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,Paperback,2019,7.74,107936,4.7
Unfreedom of the Press,Mark R. Levin,Hardcover,2019,13.55,9296,4.9
Dog Man: Brawl of the Wild: From the Creator of Captain Underpants (Dog Man #6),Dav Pilkey,Hardcover,2019,13.99,21322,4.8
Giraffes Can't Dance (Board Book),Giles Andreae,Board book,2019,5.94,28899.0,4.8
If Animals Kissed Good Night,Ann Whitford Paul,Board book,2019,4.19,73082,4.8
"Oh, the Places You'll Go!  ",Dr. Seuss,Hardcover,2019,7.49,48018,4.9
Howard Stern Comes Again,Howard Stern,Hardcover,2019,18.08,10219,4.5
Guts: A Graphic Novel,Raina Telgemeier,Paperback,2019,6.79,17107,4.8
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,Hardcover,2019,8.89,58655.0,4.5
"Harry Potter and the Goblet of Fire: The Illustrated Edition (Harry Potter, Book 4) (4)",J. K. Rowling,Hardcover,2019,29.98,26411,4.9
National Geographic Little Kids First Big Book of Why (National Geographic Little Kids First Big Books),Amy Shields,Hardcover,2019,11.96,18787,4.8
Instant Pot Pressure Cooker Cookbook: 500 Everyday Recipes for Beginners and Advanced Users. Try Easy and Healthy Instant Pot Recipes.,Jennifer Smith,Paperback,2019,7.75,13653,4.4
"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel van der Kolk M.D.,Paperback,2019,11.29,68125,4.8
Good Days Start With Gratitude: A 52 Week Guide To Cultivate An Attitude Of Gratitude: Gratitude Journal,Pretty Simple Press,Paperback,2019,6.99,28602.0,4.6
Goodnight Moon,Margaret Wise Brown,Board book,2019,5.36,27609,4.9
The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle,Amy Ramos,Paperback,2019,6.98,31164,4.3
Unicorn Coloring Book: For Kids Ages 4-8 (US Edition) (Silly Bear Coloring Books),Silly Bear,Paperback,2019,5.99,21249,4.8
Strange Planet (Strange Planet Series),Nathan W. Pyle,Hardcover,2019,9.19,16995,4.9
D&D Player’s Handbook (Dungeons & Dragons Core Rulebook),Dungeons & Dragons,Hardcover,2019,26.1,50464.0,4.9
The Silent Patient,Alex Michaelides,Hardcover,2019,14.35,266035,4.4
"5,000 Awesome Facts (About Everything!)",National Geographic Kids,Hardcover,2019,11.05,20283,4.8
To Kill a Mockingbird,Harper Lee,Paperback,2019,8.89,130576,4.7
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,Paperback,2019,8.89,45561,4.7
"National Geographic Kids Why?: Over 1,111 Answers to Everything",Crispin Boyer,Hardcover,2019,14.91,13494,4.8
Can't Hurt Me: Master Your Mind and Defy the Odds,David Goggins,Hardcover,2019,21.98,88475,4.8
The Guardians: A Novel,John Grisham,Hardcover,2019,15.0,78407,4.5
P is for Potty! (Sesame Street) (Lift-the-Flap),Naomi Kleinberg,Board book,2019,5.19,30039.0,4.7
The Total Money Makeover: Classic Edition: A Proven Plan for Financial Fitness,Dave Ramsey,Hardcover,2019,12.45,28741,4.7
"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,Board book,2019,4.94,52447.0,4.9
The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes for Wizards and Non-Wizards Alike (Unofficial Cookbook),Dinah Bucholz,Hardcover,2019,10.49,32430,4.7
The Mueller Report,The Washington Post,Paperback,2019,9.63,4532,4.5
Zen as F*ck (Zen as F*ck Journals),Monica Sweeney,Paperback,2019,13.49,24508,4.7
Rich Dad Poor Dad: What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!,Robert T. Kiyosaki,Mass Market Paperback,2019,7.9,89847,4.7
