,Ranks,Title,Authors,Book_cover,Price,Reviews,Ratings,Year
128,32,"The Road to Serfdom: Text and Documents--The Definitive Edition (The Collected Works of F. A. Hayek, Volume 2)",F. A. Hayek,Paperback,14.34,"2,818",4.7,2010
129,33,The Confession: A Novel,John Grisham,Hardcover,15.73,"17,933",4.4,2010
130,34,"Delivering Happiness: A Path to Profits, Passion, and Purpose",Tony Hsieh,Hardcover,13.03,"5,707",4.6,2010
131,35,A Patriot's History of the United States: From Columbus's Great Discovery to the War on Terror,,Paperback,,Larry Schweikart,4.7,2010
132,36,"The Last Olympian (Percy Jackson and the Olympians, Book 5)",Rick Riordan,Hardcover,10.32,"29,555",4.8,2010
133,37,Switch: How to Change Things When Change Is Hard,Chip Heath,Hardcover,16.49,"5,549",4.6,2010
134,38,The Art of Racing in the Rain: A Novel,Garth Stein,Paperback,10.78,"31,714",4.6,2010
135,39,The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,Paperback,,"4,966",4.7,2010
136,40,"Broke: The Plan to Restore Our Trust, Truth and Treasure",Glenn Beck,Hardcover,10.81,527,4.4,2010
137,41,Drive: The Surprising Truth About What Motivates Us,Daniel H. Pink,Hardcover,15.49,"8,299",4.5,2010
138,42,"The Red Pyramid (The Kane Chronicles, Book 1)",Rick Riordan,Hardcover,14.35,"9,718",4.7,2010
139,43,Percy Jackson and the Olympians Paperback Boxed Set (Books 1-3),Rick Riordan,Paperback,36.32,"2,085",4.7,2010
140,44,Little Bee: A Novel,Chris Cleave,Paperback,9.94,"3,654",4.2,2010
141,45,"Barefoot Contessa, How Easy Is That?: Fabulous Recipes & Easy Tips",Ina Garten,Hardcover,18.29,"1,525",4.7,2010
142,46,George Washington's Sacred Fire,Peter A. Lillback,Paperback,,644,4.6,2010
143,47,Radical: Taking Back Your Faith from the American Dream,David Platt,Paperback,9.36,"3,270",4.7,2010
144,48,"Towers of Midnight (Wheel of Time, Book Thirteen)",Robert Jordan,Hardcover,21.22,"14,254",4.8,2010
145,49,Sarah's Key,Tatiana de Rosnay,Paperback,10.25,"11,119",4.5,2010
146,50,The Hunger Games,Suzanne Collins,Hardcover,12.79,"80,772",4.7,2010
147,51,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,,Paperback,23.49,Stephen R. Covey,4.6,2010
148,52,Cleopatra: A Life,Stacy Schiff,Hardcover,11.42,"2,277",4.2,2010
149,53,Freedom: A Novel,Jonathan Franzen,Hardcover,17.00,"5,793",4.2,2010
150,54,Freedom,Jonathan Franzen,Hardcover,13.51,"5,793",4.2,2010
151,55,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",Christopher McDougall,Hardcover,19.79,"23,860",4.7,2010
152,56,Fall of Giants (The Century Trilogy),Ken Follett,Hardcover,20.90,"50,680",4.4,2010
153,57,"Eat, Pray, Love: One Woman's Search for Everything Across Italy, India and Indonesia",Elizabeth Gilbert,Paperback,15.99,"15,217",4.4,2010
154,58,"Eat Pray Love: One Woman's Search for Everything Across Italy, India and Indonesia",Elizabeth Gilbert,Paperback,13.31,"15,217",4.4,2010
155,59,Tao I: The Way of All Life,,Hardcover,14.82,Zhi Gang Sha Dr.,4.4,2010
156,60,The Checklist Manifesto: How to Get Things Right,Atul Gawande,Hardcover,29.53,"13,082",4.5,2010
157,61,Chelsea Chelsea Bang Bang,Chelsea Handler,Hardcover,11.00,"1,526",4.4,2010
158,62,Let the Great World Spin: A Novel,Colum McCann,Paperback,9.99,"3,645",4.3,2010
159,63,The Pioneer Woman Cooks: Recipes from an Accidental Country Girl,Ree Drummond,Hardcover,14.39,"5,748",4.8,2010
160,64,The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,Paperback,14.99,"8,357",4.4,2010
161,65,The Omnivore's Dilemma: A Natural History of Four Meals,Michael Pollan,Paperback,10.59,"5,203",4.6,2010
162,66,The Belly Fat Cure: Discover the New Carb Swap System™ and Lose 4 to 9 lbs. Every Week,Jorge Cruise,Spiral-bound,22.65,"1,120",4.1,2010
163,67,"The Battle of the Labyrinth (Percy Jackson and the Olympians, Book 4)",Rick Riordan,Paperback,7.99,"28,715",4.8,2010
164,68,"The 4-Hour Workweek: Escape 9-5, Live Anywhere, and Join the New Rich",Timothy Ferriss,Hardcover,13.79,"25,783",4.5,2010
165,69,"Full Dark, No Stars",Stephen King,Hardcover,21.50,"6,254",4.6,2010
166,70,Sizzling Sixteen (Stephanie Plum Novels),Janet Evanovich,Hardcover,,"7,454",4.5,2010
167,71,The Grand Design,Stephen Hawking,Hardcover,16.23,"4,121",4.5,2010
168,72,The Overton Window ,Glenn Beck,Hardcover,15.52,"1,431",4.6,2010
169,73,"Jesus Calling, Padded Hardcover, with Scripture References: Enjoying Peace in His Presence (A 365-Day Devotional)",Sarah Young,Hardcover,8.89,"43,000",4.9,2010
170,74,Spoken from the Heart,Laura Bush,Hardcover,12.12,836,4.5,2010
171,75,Diary of a Wimpy Kid Do-it-yourself Book,Jeff Kinney,Hardcover,14.72,"10,193",4.8,2010
172,76,The Book of Awakening: Having the Life You Want by Being Present to the Life You Have,Mark Nepo,Paperback,,"4,473",4.7,2010
173,77,"Mastering the Art of French Cooking, Volume I: 50th Anniversary Edition: A Cookbook",Julia Child,Hardcover,25.99,"8,220",4.8,2010
174,78,Safe Haven,Nicholas Sparks,Hardcover,13.99,"15,269",4.6,2010
175,79,"Change Your Brain, Change Your Body: Use Your Brain to Get and Keep the Body You Have Always Wanted",Daniel G. Amen,Hardcover,14.57,947,4.4,2010
176,80,"The Kind Diet: A Simple Guide to Feeling Great, Losing Weight, and Saving the Planet",Alicia Silverstone,Hardcover,,"1,690",4.5,2010
177,81,Decoded,Jay-Z,Hardcover,33.57,"1,793",4.7,2010
178,82,The Glass Castle: A Memoir (book),Jeannette Walls,Paperback,9.68,"39,274",4.6,2010
179,83,The Shack: Where Tragedy Confronts Eternity,William P. Young,Paperback,10.14,"41,127",4.6,2010
180,84,"Breaking Dawn (The Twilight Saga, Book 4)",Stephenie Meyer,Hardcover,19.55,"25,420",4.7,2010
181,85,Sookie Stackhouse 8-copy Boxed Set (Sookie Stackhouse / Southern Vampire),Charlaine Harris,Mass Market Paperback,72.96,"1,630",4.7,2010
182,86,The Guernsey Literary and Potato Peel Pie Society,Mary Ann Shaffer,Paperback,10.32,"37,104",4.6,2010
183,87,Hotel on the Corner of Bitter and Sweet,Jamie Ford,Paperback,11.99,"14,007",4.5,2010
184,88,"The 4 Hour Body: An Uncommon Guide to Rapid Fat Loss, Incredible Sex and Becoming Superhuman",Timothy Ferriss,Hardcover,27.00,"8,290",4.4,2010
185,89,Crucial Conversations: Tools for Talking When Stakes are High,Kerry Patterson,Paperback,,792,4.5,2010
186,90,"Happy Ever After (Bride Quartet, Book 4)",Nora Roberts,Paperback,13.12,"3,717",4.7,2010
187,91,A Guide to the Project Management Body of Knowledge,Project Management Institute,Paperback,13.00,755,4.4,2010
188,92,The Book Thief,Markus Zusak,Paperback,7.83,"67,255",4.6,2010
189,93,The Catcher in the Rye,J. D. Salinger,Paperback,12.78,"37,751",4.4,2010
190,94,"The China Study: The Most Comprehensive Study of Nutrition Ever Conducted And the Startling Implications for Diet, Weight Loss, And Long-term Health",,Paperback,21.22,Thomas Campbell,4.7,2010
191,95,American Assassin: A Thriller (A Mitch Rapp Novel),Vince Flynn,Hardcover,26.76,"18,380",4.5,2010
192,96,Rework,Jason Fried,Hardcover,12.49,"10,348",4.5,2010
193,97,In Defense of Food: An Eater's Manifesto,Michael Pollan,Paperback,15.99,"4,023",4.6,2010
194,98,Squirrel Seeks Chipmunk: A Modest Bestiary,David Sedaris,Hardcover,18.49,"1,191",4.2,2010
195,99,Who Moved My Cheese,Spencer Johnson,Hardcover,12.99,"24,699",4.6,2010
196,1,Steve Jobs,Walter Isaacson,Hardcover,18.29,"23,435",4.7,2011
197,2,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,Todd Burpo,Paperback,10.49,"24,987",4.6,2011
198,3,"Cabin Fever (Diary of a Wimpy Kid, Book 6)",Jeff Kinney,Hardcover,,"20,980",4.7,2011
199,4,StrengthsFinder 2.0,,Hardcover,20.96,Gallup,4.1,2011
200,5,The Hunger Games (Book 1),Suzanne Collins,Paperback,7.19,"80,772",4.7,2011
201,6,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,Hardcover,15.68,"75,429",4.7,2011
202,7,Inheritance: Book IV (Inheritance Cycle),Christopher Paolini,Hardcover,15.72,"17,194",4.7,2011
203,8,Go the F**k to Sleep,Adam Mansbach,Hardcover,13.45,"22,511",4.8,2011
204,9,Mockingjay (The Hunger Games),Suzanne Collins,Hardcover,11.44,"79,841",4.6,2011
205,10,Game of Thrones Boxed Set: A Game of Thrones/A Clash of Kings/A Storm of Swords/A Feast for Crows,George R.R. Martin,Mass Market Paperback,,"8,392",4.7,2011
206,11,Catching Fire (The Hunger Games),Suzanne Collins,Hardcover,11.41,"64,876",4.7,2011
207,12,The 17 Day Diet: A Doctor's Plan Designed for Rapid Results,,Hardcover,15.81,Mike Moreno,4.3,2011
208,13,A Dance with Dragons (A Song of Ice and Fire),George R. R. Martin,Hardcover,19.00,"47,708",4.6,2011
209,14,"The Son of Neptune (Heroes of Olympus, Book 2)",Rick Riordan,Hardcover,11.39,"25,807",4.8,2011
210,15,Killing Lincoln: The Shocking Assassination that Changed America Forever (Bill O'Reilly's Killing Series),Bill O'Reilly,Hardcover,13.60,"15,072",4.6,2011
211,16,"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,Paperback,12.49,"12,968",4.5,2011
212,17,The Help,Kathryn Stockett,Paperback,9.14,"33,000",4.7,2011
213,18,The Immortal Life of Henrietta Lacks,Rebecca Skloot,Paperback,13.09,"27,813",4.6,2011
214,19,11/22/63: A Novel,Stephen King,Hardcover,19.09,"3,341",4.8,2011
215,20,The Official SAT Study Guide,,Paperback,,The College Board,4.4,2011
216,21,"Jesus Calling, Padded Hardcover, with Scripture References: Enjoying Peace in His Presence (A 365-Day Devotional)",Sarah Young,Hardcover,8.89,"43,000",4.9,2011
217,22,The Hunger Games Trilogy Boxed Set,Suzanne Collins,Hardcover,53.97,"47,114",4.8,2011
218,23,Cutting for Stone,Abraham Verghese,Paperback,14.10,"14,677",4.6,2011
219,24,Tina Fey: Bossypants,Tina Fey,Hardcover,9.64,"20,152",4.3,2011
220,25,"The 4 Hour Body: An Uncommon Guide to Rapid Fat Loss, Incredible Sex and Becoming Superhuman",Timothy Ferriss,Hardcover,27.00,"8,290",4.4,2011
221,26,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",,Hardcover,15.81,Eric Larson,4.3,2011
222,27,The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,Paperback,,"4,966",4.7,2011
223,28,Crazy Love: Overwhelmed by a Relentless God,Francis Chan,Paperback,15.16,"2,262",4.7,2011
224,29,A Stolen Life: A Memoir,,Hardcover,24.49,Jaycee Dugard,4.6,2011
225,30,The Girl Who Kicked the Hornet's Nest (Millennium Trilogy),Stieg Larsson,Hardcover,11.24,"25,133",4.6,2011
226,31,Water for Elephants: A Novel,Sara Gruen,Paperback,10.29,"11,718",4.5,2011
227,32,"The Five Dysfunctions of a Team: A Leadership Fable, 20th Anniversary Edition",,Hardcover,19.34,Patrick Lencioni,4.6,2011
228,33,The Lego Ideas Book: Unlock Your Imagination,Daniel Lipkowitz,Hardcover,22.49,"10,233",4.5,2011
229,34,One Thousand Gifts: A Dare to Live Fully Right Where You Are,Ann Voskamp,Hardcover,13.67,"5,454",4.6,2011
230,35,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,,Paperback,23.49,Stephen R. Covey,4.6,2011
231,36,"The Dukan Diet: 2 Steps to Lose the Weight, 2 Steps to Keep It Off Forever",,Hardcover,18.49,Pierre Dukan,4.2,2011
232,37,"The Throne of Fire (The Kane Chronicles, Book 2)",Rick Riordan,Hardcover,16.99,"7,433",4.7,2011
233,38,"Dead Reckoning (Sookie Stackhouse/True Blood, Book 11)",Charlaine Harris,Hardcover,11.07,"5,503",4.5,2011
234,39,Good to Great: Why Some Companies Make the Leap and Others Don't,Jim Collins,Hardcover,18.29,"8,442",4.5,2011
235,40,The Litigators,John Grisham,Hardcover,17.30,"32,866",4.4,2011
236,41,"Love Wins: A Book About Heaven, Hell, and the Fate of Every Person Who Ever Lived",Rob Bell,Hardcover,22.00,"2,902",4.4,2011
237,42,The Help,Kathryn Stockett,Paperback,9.89,"33,000",4.7,2011
238,43,"Thinking, Fast and Slow",Daniel Kahneman,Hardcover,19.49,"40,480",4.6,2011
239,44,The Paris Wife: A Novel,Paula McLain,Hardcover,15.40,"13,389",4.3,2011
240,45,Radical: Taking Back Your Faith from the American Dream,David Platt,Paperback,9.36,"3,270",4.7,2011
241,46,The Art of Racing in the Rain: A Novel,Garth Stein,Paperback,10.78,"31,714",4.6,2011
242,47,Teach Like a Champion: 49 Techniques that Put Students on the Path to College,Doug Lemov,Paperback,17.50,884,4.5,2011
243,48,"Eat to Live: The Amazing Nutrient-Rich Program for Fast and Sustained Weight Loss, Revised Edition",,Paperback,12.99,Joel Fuhrman MD,4.5,2011
244,49,"The China Study: The Most Comprehensive Study of Nutrition Ever Conducted And the Startling Implications for Diet, Weight Loss, And Long-term Health",,Paperback,21.22,Thomas Campbell,4.7,2011
245,50,What to Expect When You're Expecting,Heidi Murkoff,Paperback,17.12,"32,903",4.8,2011
246,51,The Best of Me,Nicholas Sparks,Hardcover,19.99,"16,070",4.5,2011
247,52,Jacqueline Kennedy: Historic Conversations on Life with John F. Kennedy,,Hardcover,24.00,Jacqueline Kennedy,4.3,2011
248,53,The Girl with the Dragon Tattoo (The Girl with the Dragon Tattoo Series),Stieg Larsson,Paperback,10.07,"31,485",4.5,2011
249,54,The Greater Journey: Americans in Paris,David McCullough,Hardcover,20.00,"2,495",4.5,2011
250,55,Switch: How to Change Things When Change Is Hard,Chip Heath,Hardcover,16.49,"5,549",4.6,2011
251,56,Every Thing On It,Shel Silverstein,Hardcover,11.99,"1,914",4.9,2011
252,57,Miss Peregrine's Home for Peculiar Children,Ransom Riggs,Hardcover,10.65,"36,835",4.3,2011
253,58,Moonwalking With Einstein: The Art and Science of Remembering Everything,Joshua Foer,Hardcover,14.63,"9,839",4.5,2011
254,59,The Great Gatsby: The Only Authorized Edition,F. Scott Fitzgerald,Paperback,6.84,"15,462",4.4,2011
255,60,The Help,Kathryn Stockett,Hardcover,15.97,"33,000",4.7,2011
256,61,1Q84: A novel,Haruki Murakami,Hardcover,47.22,"9,183",4.4,2011
257,62,Boomerang: Travels in the New Third World,Michael Lewis,Hardcover,14.49,"3,302",4.4,2011
258,63,Who Moved My Cheese,Spencer Johnson,Hardcover,12.99,"24,699",4.6,2011
259,64,"Strengths Based Leadership: Great Leaders, Teams, and Why People Follow",Tom Rath,Hardcover,15.52,"2,621",4.5,2011
260,65,Elder Scrolls V: Skyrim: Prima Official Game Guide,,Paperback,,David Hodgson,4.6,2011
261,66,The Glass Castle: A Memoir (book),Jeannette Walls,Paperback,9.68,"39,274",4.6,2011
262,67,The Book Thief,Markus Zusak,Paperback,7.83,"67,255",4.6,2011
263,68,"The 4-Hour Workweek: Escape 9-5, Live Anywhere, and Join the New Rich",Timothy Ferriss,Hardcover,13.79,"25,783",4.5,2011
264,69,"Oh, the Places You'll Go!  ",Dr. Seuss,Hardcover,7.49,"48,018",4.9,2011
265,70,Through My Eyes,Tim Tebow,Hardcover,12.34,458,4.8,2011
266,71,The Land of Painted Caves: A Novel (Earth's Children),Jean M. Auel,Hardcover,18.20,"9,699",4.2,2011
267,72,"The Social Animal: The Hidden Sources of Love, Character, and Achievement",David Brooks,Hardcover,17.08,"1,217",4.4,2011
268,73,A Guide to the Project Management Body of Knowledge,Project Management Institute,Paperback,13.00,755,4.4,2011
269,74,Guinness World Records 2012,Guinness World Records,Hardcover,14.00,511,4.5,2011
270,75,State of Wonder,Ann Patchett,Hardcover,17.62,"9,853",4.3,2011
271,76,A Visit from the Goon Squad,Jennifer Egan,Paperback,10.82,"10,423",4.0,2011
272,77,"Prevent And Reverse Heart Disease: The Revolutionary, Scientifically Proven, Nutrition-Based Cure",,Paperback,12.79,Caldwell B. Esselstyn Jr.,4.6,2011
273,78,Harry Potter Paperback Box Set (Books 1-7),J. K. Rowling,Paperback,45.44,"112,378",4.9,2011
274,79,Explosive Eighteen: A Stephanie Plum Novel (Stephanie Plum Novels),Janet Evanovich,Hardcover,11.99,"9,569",4.5,2011
275,80,The 7 Habits of Highly Effective Teens: The Ultimate Teenage Success Guide,Sean Covey,Paperback,9.66,"12,914",4.6,2011
276,81,"Delivering Happiness: A Path to Profits, Passion, and Purpose",Tony Hsieh,Hardcover,13.03,"5,707",4.6,2011
277,82,"The Lost Hero (Heroes of Olympus, Book 1)",Rick Riordan,Hardcover,13.23,"24,831",4.7,2011
278,83,Room,Emma Donoghue,Paperback,10.32,"31,316",4.3,2011
279,84,Hotel on the Corner of Bitter and Sweet,Jamie Ford,Paperback,11.99,"14,007",4.5,2011
280,85,The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,Paperback,14.99,"8,357",4.4,2011
281,86,Emotional Intelligence 2.0,Travis Bradberry,Hardcover,14.98,"12,649",4.5,2011
282,87,Outliers: The Story of Success,Malcolm Gladwell,Paperback,16.99,"35,958",4.6,2011
283,88,Forks Over Knives: The Plant-Based Way to Health. The #1 New York Times Bestseller,Gene Stone,Paperback,23.90,"3,204",4.5,2011
284,89,The Girl Who Played with Fire: A Lisbeth Salander Novel (The Girl with the Dragon Tattoo Series),Stieg Larsson,Paperback,13.52,"25,386",4.6,2011
285,90,"Hungry Girl 300 Under 300: 300 Breakfast, Lunch & Dinner Dishes Under 300 Calories",Lisa Lillien,Paperback,22.77,"1,182",4.4,2011
286,91,The Alchemist,Paulo Coelho,Paperback,18.70,"3,977",4.7,2011
287,92,Getting Things Done: The Art of Stress-Free Productivity,David Allen,Paperback,13.17,"5,248",4.5,2011
288,93,The Invention of Hugo Cabret,Brian Selznick,Hardcover,15.69,"3,076",4.8,2011
289,94,"Now, Discover Your Strengths: The revolutionary Gallup program that shows you how to develop your unique talents and strengths",,Hardcover,18.00,Gallup,3.5,2011
290,95,Drive: The Surprising Truth About What Motivates Us,Daniel H. Pink,Paperback,9.99,"8,299",4.5,2011
291,96,Smokin' Seventeen (Stephanie Plum),Janet Evanovich,Hardcover,10.60,"7,633",4.5,2011
292,97,,,,,"45,067",4.7,2011
293,98,The Big Short: Inside the Doomsday Machine,Michael Lewis,Paperback,11.92,"15,981",4.6,2011
294,99,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",Christopher McDougall,Paperback,9.99,"23,860",4.7,2011
295,100,The Official Guide for GMAT Review,,Paperback,17.32,GMAC (Graduate Management Admission Council),4.4,2011
296,1,"Fifty Shades Of Grey: Book One of the Fifty Shades Trilogy (Fifty Shades of Grey Series, 1)",E L James,Paperback,13.99,"111,843",4.2,2012
297,2,Fifty Shades Darker,E L James,Paperback,10.25,"75,917",4.5,2012
298,3,"Fifty Shades Freed: Book Three of the Fifty Shades Trilogy (Fifty Shades of Grey Series) (English Edition) (Fifty Shades Of Grey Series, 3)",E L James,Paperback,11.80,"61,913",4.5,2012
299,4,The Hunger Games (Book 1),Suzanne Collins,Paperback,7.19,"80,772",4.7,2012
300,5,StrengthsFinder 2.0,,Hardcover,20.96,Gallup,4.1,2012
301,6,Fifty Shades Trilogy (Fifty Shades of Grey / Fifty Shades Darker / Fifty Shades Freed),E L James,Paperback,23.74,"69,966",4.6,2012
302,7,Catching Fire (The Hunger Games),Suzanne Collins,Hardcover,11.41,"64,876",4.7,2012
303,8,Mockingjay (The Hunger Games),Suzanne Collins,Hardcover,11.44,"79,841",4.6,2012
304,9,"The Third Wheel (Diary of a Wimpy Kid, Book 7)",Jeff Kinney,Hardcover,13.95,"20,590",4.7,2012
305,10,No Easy Day: The Autobiography of a Navy Seal: The Firsthand Account of the Mission That Killed Osama Bin Laden,Mark Owen,Hardcover,13.70,"14,259",4.6,2012
306,11,The Hunger Games Trilogy Boxed Set,Suzanne Collins,Hardcover,53.97,"47,114",4.8,2012
307,12,Gone Girl,Gillian Flynn,Hardcover,16.98,"161,539",4.1,2012
308,13,"The Mark of Athena (Heroes of Olympus, Book 3)",Rick Riordan,Hardcover,11.37,"31,592",4.8,2012
309,14,The Official SAT Study Guide,,Paperback,,The College Board,4.4,2012
310,15,Game of Thrones Boxed Set: A Game of Thrones/A Clash of Kings/A Storm of Swords/A Feast for Crows,George R.R. Martin,Mass Market Paperback,,"8,392",4.7,2012
311,16,Killing Kennedy: The End of Camelot,Bill O'Reilly,Hardcover,19.25,"15,516",4.5,2012
312,17,"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,Paperback,12.49,"12,968",4.5,2012
313,18,Killing Lincoln: The Shocking Assassination that Changed America Forever (Bill O'Reilly's Killing Series),Bill O'Reilly,Hardcover,13.60,"15,072",4.6,2012
314,19,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,Hardcover,15.68,"75,429",4.7,2012
315,20,Proof of Heaven: A Neurosurgeon's Journey into the Afterlife,,Paperback,11.39,Eben Alexander,4.4,2012
316,21,The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,Paperback,,"4,966",4.7,2012
317,22,Barefoot Contessa Foolproof: Recipes You Can Trust: A Cookbook,Ina Garten,Hardcover,18.29,"2,547",4.8,2012
318,23,"Thinking, Fast and Slow",Daniel Kahneman,Hardcover,19.49,"40,480",4.6,2012
319,24,The Casual Vacancy,J.K. Rowling,Hardcover,12.71,"20,711",3.6,2012
320,25,The Harbinger: The Ancient Mystery that Holds the Secret of America's Future,Jonathan Cahn,Paperback,10.59,"24,227",4.7,2012
321,26,The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg,Hardcover,15.61,"37,118",4.6,2012
322,27,Steve Jobs,Walter Isaacson,Hardcover,18.29,"23,435",4.7,2012
323,28,"Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health",William Davis,Hardcover,13.69,"10,839",4.4,2012
324,29,"Oh, the Places You'll Go!  ",Dr. Seuss,Hardcover,7.49,"48,018",4.9,2012
325,30,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,,Paperback,23.49,Stephen R. Covey,4.6,2012
326,31,"The Five Dysfunctions of a Team: A Leadership Fable, 20th Anniversary Edition",,Hardcover,19.34,Patrick Lencioni,4.6,2012
327,32,Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,Hardcover,15.10,"32,109",4.5,2012
328,33,The Great Gatsby: The Only Authorized Edition,F. Scott Fitzgerald,Paperback,6.84,"15,462",4.4,2012
329,34,The Racketeer,John Grisham,Hardcover,16.54,"69,474",4.2,2012
330,35,"The Blood Sugar Solution: The UltraHealthy Program for Losing Weight, Preventing Disease, and Feeling Great Now! (The Dr. Mark Hyman Library, 1)",Mark Hyman M.D.,Hardcover,16.00,"2,718",4.3,2012
331,36,"Goodnight, Goodnight, Construction Site",Sherri Duskey Rinker,Hardcover,11.40,"22,797",4.9,2012
332,37,The Immortal Life of Henrietta Lacks,Rebecca Skloot,Paperback,13.09,"27,813",4.6,2012
333,38,The Fault in Our Stars,John Green,Hardcover,10.80,"160,016",4.6,2012
334,39,"The Serpent's Shadow (The Kane Chronicles, Book 3)",Rick Riordan,Hardcover,11.29,"10,135",4.8,2012
335,40,One Thousand Gifts: A Dare to Live Fully Right Where You Are,Ann Voskamp,Hardcover,13.67,"5,454",4.6,2012
336,41,Wild: From Lost to Found on the Pacific Crest Trail,Cheryl Strayed,Hardcover,23.85,"72,399",4.4,2012
337,42,Winter of the World: Book Two of the Century Trilogy,Ken Follett,Hardcover,15.99,"48,794",4.5,2012
338,43,The Pioneer Woman Cooks―Food from My Frontier,Ree Drummond,Hardcover,15.67,"4,844",4.8,2012
339,44,The Lego Ideas Book: Unlock Your Imagination,Daniel Lipkowitz,Hardcover,22.49,"10,233",4.5,2012
340,45,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,Todd Burpo,Paperback,10.49,"24,987",4.6,2012
341,46,"Jesus Calling, Padded Hardcover, with Scripture References: Enjoying Peace in His Presence (A 365-Day Devotional)",Sarah Young,Hardcover,8.89,"43,000",4.9,2012
342,47,"Eat to Live: The Amazing Nutrient-Rich Program for Fast and Sustained Weight Loss, Revised Edition",,Paperback,12.99,Joel Fuhrman MD,4.5,2012
343,48,Thomas Jefferson: The Art of Power,Jon Meacham,Hardcover,18.96,"4,060",4.5,2012
344,49,Good to Great: Why Some Companies Make the Leap and Others Don't,Jim Collins,Hardcover,18.29,"8,442",4.5,2012
345,50,The Amateur,Edward Klein,Hardcover,9.64,"3,302",4.4,2012
346,51,The Smitten Kitchen Cookbook: Recipes and Wisdom from an Obsessive Home Cook,Deb Perelman,Hardcover,18.29,"1,969",4.7,2012
347,52,What to Expect When You're Expecting,Heidi Murkoff,Paperback,17.14,"32,903",4.8,2012
348,53,The Walking Dead: Compendium One,Robert Kirkman,Paperback,38.99,"8,691",4.8,2012
349,54,The Signal and the Noise: Why So Many Predictions Fail-But Some Don't,Nate Silver,Hardcover,15.61,"3,704",4.4,2012
350,55,How to Tell If Your Cat Is Plotting to Kill You (The Oatmeal) (Volume 2),The Oatmeal,Paperback,7.77,"12,824",4.5,2012
351,56,A Dance with Dragons (A Song of Ice and Fire),George R. R. Martin,Hardcover,19.00,"47,708",4.6,2012
352,57,America Again: Re-becoming the Greatness We Never Weren't,Stephen Colbert,Hardcover,13.02,651,4.3,2012
353,58,LEGO NINJAGO: Character Encyclopedia,,Hardcover,,DK Publishing,4.5,2012
354,59,American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,Chris Kyle,Hardcover,23.95,"42,390",4.5,2012
355,60,Outliers: The Story of Success,Malcolm Gladwell,Paperback,16.99,"35,958",4.6,2012
356,61,Teach Like a Champion: 49 Techniques that Put Students on the Path to College,Doug Lemov,Paperback,17.50,884,4.5,2012
357,62,Bared to You,Sylvia Day,Paperback,16.51,"32,522",4.4,2012
358,63,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,Paperback,7.74,"107,936",4.7,2012
359,64,"Strengths Based Leadership: Great Leaders, Teams, and Why People Follow",Tom Rath,Hardcover,15.52,"2,621",4.5,2012
360,65,The 17 Day Diet: A Doctor's Plan Designed for Rapid Results,,Hardcover,15.81,Mike Moreno,4.3,2012
361,66,Crazy Love: Overwhelmed by a Relentless God,Francis Chan,Paperback,15.16,"2,262",4.7,2012
362,67,Go the F**k to Sleep,Adam Mansbach,Hardcover,13.45,"22,511",4.8,2012
363,68,Bring Up the Bodies,Hilary Mantel,Hardcover,18.11,"18,757",4.5,2012
364,69,"Great by Choice: Uncertainty, Chaos, and Luck--Why Some Thrive Despite Them All (Good to Great, 5)",Jim Collins,Hardcover,15.69,"1,594",4.6,2012
365,70,Eat to Live: The Amazing Nutrient-Rich Program for Fast and Sustained Weight Loss,,Mass Market Paperback,17.99,Joel Fuhrman MD,4.5,2012
366,71,"Reflected in You (Crossfire, Book 2)",Sylvia Day,Paperback,12.98,"23,738",4.6,2012
367,72,Who Moved My Cheese,Spencer Johnson,Hardcover,12.99,"24,699",4.6,2012
368,73,The Book Thief,Markus Zusak,Paperback,7.83,"67,255",4.6,2012
369,74,A Guide to the Project Management Body of Knowledge,Project Management Institute,Paperback,13.00,755,4.4,2012
370,75,"Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity",Katherine Boo,Hardcover,14.32,"9,093",4.2,2012
