,Ranks,Title,Authors,Book_cover,Price,Reviews,Ratings,Year
609,14,"Adult Coloring Books: A Coloring Book for Adults Featuring Mandalas and Henna Inspired Flowers, Animals, and Paisley Patterns",Coloring Books for Adults,Paperback,8.49,"3,190",4.5,2015
610,15,Humans of New York : Stories,Brandon Stanton,Hardcover,15.69,"5,378",4.9,2015
611,16,The Martian,Andy Weir,Paperback,10.41,"170,708",4.6,2015
612,17,"Oh, the Places You'll Go!  ",Dr. Seuss,Hardcover,7.49,"48,018",4.9,2015
613,18,Knock-Knock Jokes for Kids: Knock-Knock Jokes for Kids (Joke Book & Gift Idea for Children Ages 6-12. Doubles as a Dad Jokes book for Father's Day and Birthdays) (Laugh-Out-Loud Jokes for Kids),Rob Elliott,Paperback,4.99,"5,943",4.5,2015
614,19,Dear Zoo: A Lift-the-Flap Book,Rod Campbell,Board book,5.00,"28,319",4.9,2015
615,20,The Day the Crayons Quit,Drew Daywalt,Hardcover,9.40,"22,779",4.8,2015
616,21,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,Paperback,16.99,"82,114",4.6,2015
617,22,"Jesus Calling, Padded Hardcover, with Scripture References: Enjoying Peace in His Presence (A 365-Day Devotional)",Sarah Young,Hardcover,8.89,"43,000",4.9,2015
618,23,Mindset: The New Psychology of Success,,Paperback,11.66,Carol S. S. Dweck,4.6,2015
619,24,"Grey: Fifty Shades of Grey as Told by Christian (Fifty Shades Of Grey Series, 4)",E L James,Paperback,12.41,"117,813",4.5,2015
620,25,Creative Haven Creative Cats Coloring Book (Adult Coloring Books: Pets),Marjorie Sarnat,Paperback,5.99,"5,209",4.8,2015
621,26,How to Win Friends & Influence People (Dale Carnegie Books),Dale Carnegie,Paperback,10.30,"111,867",4.7,2015
622,27,The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,Paperback,8.39,"89,689",4.8,2015
623,28,Balance (Angie’s Extreme Stress Menders),Angie Grace,Paperback,11.95,"2,289",4.6,2015
624,29,Creative Haven Owls Coloring Book (Adult Coloring Books: Animals),Marjorie Sarnat,Paperback,5.38,"5,322",4.7,2015
625,30,Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),,Hardcover,22.99,Thug Kitchen,4.6,2015
626,31,Giraffes Can't Dance (Board Book),,Board book,5.94,Giles Andreae,4.8,2015
627,32,Wonder,R. J. Palacio,Hardcover,9.40,"83,305",4.7,2015
628,33,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,Paperback,19.55,"9,404",4.7,2015
